,Unnamed: 0,timestamp,capacite,gid,horaires,id,last_update,last_update_fme,nb_tot_place_dispo,nom,p_surv,place_handi
12,12,2022-01-13 03:40:41+01:00,107,16,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Réservé aux abonnés PREMIUM",OULN,2022-01-12 01:31:18,2022-01-12 06:00:33,0.0,Parc Relais TCL Oullins La Saulaie Nord,True,2
13,13,2022-01-13 03:40:41+01:00,164,106,En accès libre - Présence de 10 arceaux et 20 consignes vélos,PORL,2022-01-12 01:31:18,2022-01-12 06:00:33,,Parc Relais TCL Porte de Lyon,False,3
14,14,2022-01-13 03:40:41+01:00,57,7,"Ouvert de 4h30 à 1h00, du lundi au dimanche",DECG,2022-01-13 01:58:00,2022-01-13 03:40:11,0.0,Parc Relais TCL Décines Grand Large,True,2
15,15,2022-01-13 03:40:41+01:00,521,22,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",VAI1,2022-01-13 01:58:00,2022-01-13 03:40:10,0.0,Parc Relais TCL Vaise 1,True,10
16,16,2022-01-13 03:40:41+01:00,80,5,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",CUI,2022-01-13 01:58:00,2022-01-13 03:40:11,0.0,Parc Relais TCL Cuire,False,2
17,17,2022-01-13 03:40:41+01:00,745,24,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",VEN,2022-01-12 01:31:18,2022-01-12 06:00:33,0.0,Parc Relais TCL Gare de Vénissieux,True,21
18,18,2022-01-13 03:40:41+01:00,1252,14,"Ouvert de 4h30 à 1h00, du lundi au vendredi - Fermé les samedis, dimanches et jours fériés",MEYP,2022-01-13 01:58:00,2022-01-13 03:40:10,0.0,Parc Relais TCL Meyzieu les Panettes,True,27
19,19,2022-01-13 03:40:41+01:00,306,17,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",OULS,2022-01-13 01:58:00,2022-01-13 03:40:10,0.0,Parc Relais TCL Oullins La Saulaie Sud,True,7
20,20,2022-01-13 03:40:41+01:00,80,8,En accès libre,FEY,2022-01-12 01:31:18,2022-01-12 06:00:33,-1.0,Parc Relais TCL Feyssine,True,0
21,21,2022-01-13 03:40:41+01:00,69,104,En accès libre,GREY,2022-01-12 01:31:18,2022-01-12 06:00:33,,Parc Relais TCL Grézieu la Varenne,False,2
0,0,2022-01-16 07:12:10+01:00,298,18,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",PAR,2022-01-16 07:11:00,2022-01-16 07:12:09,271.0,Parc Relais TCL Parilly,True,6
1,1,2022-01-16 07:12:10+01:00,80,5,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",CUI,2022-01-16 07:11:00,2022-01-16 07:12:09,77.0,Parc Relais TCL Cuire,False,2
2,2,2022-01-16 07:12:10+01:00,107,13,Ouvert de 4h30 à 1h00 du lundi au dimanche,MEYG,2022-01-16 07:11:00,2022-01-16 07:12:09,102.0,Parc Relais TCL Meyzieu Gare,True,3
3,3,2022-01-16 07:12:10+01:00,521,22,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",VAI1,2022-01-16 07:11:00,2022-01-16 07:12:09,497.0,Parc Relais TCL Vaise 1,True,10
4,4,2022-01-16 07:12:10+01:00,57,7,"Ouvert de 4h30 à 1h00, du lundi au dimanche",DECG,2022-01-16 07:11:00,2022-01-16 07:12:09,54.0,Parc Relais TCL Décines Grand Large,True,2
5,5,2022-01-16 07:12:10+01:00,123,3,"Ouvert de 5h00 à 17h30, du lundi au dimanche - Accès libre en dehors de ces horaires",BELA,2022-01-16 07:11:00,2022-01-16 07:12:09,119.0,Parc Relais TCL St Priest Bel Air,True,4
6,6,2022-01-16 07:12:10+01:00,680,10,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",GOR,2022-01-16 01:31:19,2022-01-16 06:00:31,0.0,Parc Relais TCL Gorge de Loup,True,19
7,7,2022-01-16 07:12:10+01:00,416,26,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Niveau 3 réservé aux abonnés PREMIUM : 100 places dont 3 places handicapés",MERP,2022-01-16 07:11:00,2022-01-16 07:12:09,306.0,Parc Relais TCL Mermoz Pinel,True,10
8,8,2022-01-16 07:12:10+01:00,108,6,"Ouvert de 4h30 à 1h00, du lundi au dimanche",DECC,2022-01-16 07:11:00,2022-01-16 07:12:09,103.0,Parc Relais TCL Décines Centre,True,3
9,9,2022-01-16 07:12:10+01:00,306,17,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",OULS,2022-01-16 07:11:00,2022-01-16 07:12:09,294.0,Parc Relais TCL Oullins La Saulaie Sud,True,7
10,10,2022-01-16 07:12:10+01:00,80,11,"Ouvert de 4h30 à 1h00, du lundi au dimanche",HFVE,2022-01-16 07:11:00,2022-01-16 07:12:09,78.0,Parc Relais TCL Hopital Feyzin Vénissieux,True,2
11,11,2022-01-16 07:12:10+01:00,474,21,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",SOI,2022-01-16 07:11:00,2022-01-16 07:12:09,460.0,Parc Relais TCL Vaulx en Velin La Soie,True,10
12,12,2022-01-16 07:12:10+01:00,1252,14,"Ouvert de 4h30 à 1h00, du lundi au vendredi - Fermé les samedis, dimanches et jours fériés",MEYP,2022-01-16 01:31:19,2022-01-16 06:00:31,0.0,Parc Relais TCL Meyzieu les Panettes,True,27
13,13,2022-01-16 07:12:10+01:00,655,4,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",BON,2022-01-16 01:31:19,2022-01-16 06:00:31,0.0,Parc Relais TCL Laurent Bonnevay,True,20
14,14,2022-01-16 07:12:10+01:00,450,15,"Ouvert de 4h30 à 1h00, du lundi au dimanche",MEYZ,2022-01-16 07:11:00,2022-01-16 07:12:09,429.0,Parc Relais TCL Meyzieu ZI,True,10
15,15,2022-01-16 07:12:10+01:00,258,2,"Ouvert de 4h30 à 1h00, du lundi au dimanche",ALP,2022-01-16 01:31:19,2022-01-16 06:00:31,0.0,Parc Relais TCL Porte des Alpes,True,10
16,16,2022-01-16 07:12:10+01:00,294,105,En accès libre - Présence d'arceaux et consignes vélos,IRYV,2022-01-16 01:31:19,2022-01-16 06:00:31,,Parc Relais TCL Irigny-Yvours,False,7
17,17,2022-01-16 07:12:10+01:00,107,16,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Réservé aux abonnés PREMIUM",OULN,2022-01-16 01:31:19,2022-01-16 06:00:31,0.0,Parc Relais TCL Oullins La Saulaie Nord,True,2
18,18,2022-01-16 07:12:10+01:00,164,106,En accès libre - Présence de 10 arceaux et 20 consignes vélos,PORL,2022-01-16 01:31:19,2022-01-16 06:00:31,,Parc Relais TCL Porte de Lyon,False,3
19,19,2022-01-16 07:12:10+01:00,745,24,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",VEN,2022-01-16 01:31:19,2022-01-16 06:00:31,0.0,Parc Relais TCL Gare de Vénissieux,True,21
20,20,2022-01-16 07:12:10+01:00,80,8,En accès libre,FEY,2022-01-16 01:31:19,2022-01-16 06:00:31,-1.0,Parc Relais TCL Feyssine,True,0
21,21,2022-01-16 07:12:10+01:00,69,104,En accès libre,GREY,2022-01-16 01:31:19,2022-01-16 06:00:31,,Parc Relais TCL Grézieu la Varenne,False,2
0,0,2022-01-18 16:15:45+01:00,298,18,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",PAR,2022-01-18 16:12:00,2022-01-18 16:15:10,89.0,Parc Relais TCL Parilly,True,6
1,1,2022-01-18 16:15:45+01:00,680,10,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",GOR,2022-01-18 16:12:00,2022-01-18 16:15:10,67.0,Parc Relais TCL Gorge de Loup,True,19
2,2,2022-01-18 16:15:45+01:00,123,3,"Ouvert de 5h00 à 17h30, du lundi au dimanche - Accès libre en dehors de ces horaires",BELA,2022-01-18 16:12:00,2022-01-18 16:15:10,116.0,Parc Relais TCL St Priest Bel Air,True,4
3,3,2022-01-18 16:15:45+01:00,57,7,"Ouvert de 4h30 à 1h00, du lundi au dimanche",DECG,2022-01-18 16:12:00,2022-01-18 16:15:10,20.0,Parc Relais TCL Décines Grand Large,True,2
4,4,2022-01-18 16:15:45+01:00,416,26,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Niveau 3 réservé aux abonnés PREMIUM : 100 places dont 3 places handicapés",MERP,2022-01-18 16:12:00,2022-01-18 16:15:10,16.0,Parc Relais TCL Mermoz Pinel,True,10
5,5,2022-01-18 16:15:45+01:00,521,22,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",VAI1,2022-01-18 16:12:00,2022-01-18 16:15:10,109.0,Parc Relais TCL Vaise 1,True,10
6,6,2022-01-18 16:15:45+01:00,80,5,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",CUI,2022-01-18 16:12:00,2022-01-18 16:15:10,22.0,Parc Relais TCL Cuire,False,2
7,7,2022-01-18 16:15:45+01:00,107,13,Ouvert de 4h30 à 1h00 du lundi au dimanche,MEYG,2022-01-18 16:12:00,2022-01-18 16:15:10,17.0,Parc Relais TCL Meyzieu Gare,True,3
8,8,2022-01-18 16:15:45+01:00,108,6,"Ouvert de 4h30 à 1h00, du lundi au dimanche",DECC,2022-01-18 16:12:00,2022-01-18 16:15:10,36.0,Parc Relais TCL Décines Centre,True,3
9,9,2022-01-18 16:15:45+01:00,306,17,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",OULS,2022-01-18 16:12:00,2022-01-18 16:15:10,26.0,Parc Relais TCL Oullins La Saulaie Sud,True,7
10,10,2022-01-18 16:15:45+01:00,80,11,"Ouvert de 4h30 à 1h00, du lundi au dimanche",HFVE,2022-01-18 16:12:00,2022-01-18 16:15:10,78.0,Parc Relais TCL Hopital Feyzin Vénissieux,True,2
11,11,2022-01-18 16:15:45+01:00,474,21,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",SOI,2022-01-18 16:12:00,2022-01-18 16:15:10,80.0,Parc Relais TCL Vaulx en Velin La Soie,True,10
12,12,2022-01-18 16:15:45+01:00,1252,14,"Ouvert de 4h30 à 1h00, du lundi au vendredi - Fermé les samedis, dimanches et jours fériés",MEYP,2022-01-18 16:12:00,2022-01-18 16:15:10,950.0,Parc Relais TCL Meyzieu les Panettes,True,27
13,13,2022-01-18 16:15:45+01:00,655,4,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",BON,2022-01-18 16:12:00,2022-01-18 16:15:09,462.0,Parc Relais TCL Laurent Bonnevay,True,20
14,14,2022-01-18 16:15:45+01:00,450,15,"Ouvert de 4h30 à 1h00, du lundi au dimanche",MEYZ,2022-01-18 16:12:00,2022-01-18 16:15:10,440.0,Parc Relais TCL Meyzieu ZI,True,10
15,15,2022-01-18 16:15:45+01:00,258,2,"Ouvert de 4h30 à 1h00, du lundi au dimanche",ALP,2022-01-18 01:31:21,2022-01-18 06:00:41,0.0,Parc Relais TCL Porte des Alpes,True,10
16,16,2022-01-18 16:15:45+01:00,294,105,En accès libre - Présence d'arceaux et consignes vélos,IRYV,2022-01-18 01:31:21,2022-01-18 06:00:41,,Parc Relais TCL Irigny-Yvours,False,7
17,17,2022-01-18 16:15:45+01:00,107,16,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Réservé aux abonnés PREMIUM",OULN,2022-01-18 01:31:21,2022-01-18 06:00:41,0.0,Parc Relais TCL Oullins La Saulaie Nord,True,2
18,18,2022-01-18 16:15:45+01:00,164,106,En accès libre - Présence de 10 arceaux et 20 consignes vélos,PORL,2022-01-18 01:31:21,2022-01-18 06:00:41,,Parc Relais TCL Porte de Lyon,False,3
19,19,2022-01-18 16:15:45+01:00,745,24,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",VEN,2022-01-18 01:31:21,2022-01-18 06:00:41,0.0,Parc Relais TCL Gare de Vénissieux,True,21
20,20,2022-01-18 16:15:45+01:00,80,8,En accès libre,FEY,2022-01-18 01:31:21,2022-01-18 06:00:41,-1.0,Parc Relais TCL Feyssine,True,0
21,21,2022-01-18 16:15:45+01:00,69,104,En accès libre,GREY,2022-01-18 01:31:21,2022-01-18 06:00:41,,Parc Relais TCL Grézieu la Varenne,False,2
0,0,2022-01-17 05:53:26+01:00,298,18,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",PAR,2022-01-17 05:50:00,2022-01-17 05:53:07,285.0,Parc Relais TCL Parilly,True,6
1,1,2022-01-17 05:53:26+01:00,680,10,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",GOR,2022-01-17 05:50:00,2022-01-17 05:53:07,627.0,Parc Relais TCL Gorge de Loup,True,19
2,2,2022-01-17 05:53:26+01:00,416,26,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Niveau 3 réservé aux abonnés PREMIUM : 100 places dont 3 places handicapés",MERP,2022-01-17 05:50:00,2022-01-17 05:53:07,305.0,Parc Relais TCL Mermoz Pinel,True,10
3,3,2022-01-17 05:53:26+01:00,57,7,"Ouvert de 4h30 à 1h00, du lundi au dimanche",DECG,2022-01-17 05:50:00,2022-01-17 05:53:07,53.0,Parc Relais TCL Décines Grand Large,True,2
4,4,2022-01-17 05:53:26+01:00,123,3,"Ouvert de 5h00 à 17h30, du lundi au dimanche - Accès libre en dehors de ces horaires",BELA,2022-01-17 05:50:00,2022-01-17 05:53:07,119.0,Parc Relais TCL St Priest Bel Air,True,4
5,5,2022-01-17 05:53:26+01:00,107,13,Ouvert de 4h30 à 1h00 du lundi au dimanche,MEYG,2022-01-17 05:50:00,2022-01-17 05:53:07,102.0,Parc Relais TCL Meyzieu Gare,True,3
6,6,2022-01-17 05:53:26+01:00,80,5,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",CUI,2022-01-17 05:50:00,2022-01-17 05:53:07,72.0,Parc Relais TCL Cuire,False,2
7,7,2022-01-17 05:53:26+01:00,521,22,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",VAI1,2022-01-17 05:50:00,2022-01-17 05:53:07,491.0,Parc Relais TCL Vaise 1,True,10
8,8,2022-01-17 05:53:26+01:00,108,6,"Ouvert de 4h30 à 1h00, du lundi au dimanche",DECC,2022-01-17 05:50:00,2022-01-17 05:53:06,104.0,Parc Relais TCL Décines Centre,True,3
9,9,2022-01-17 05:53:26+01:00,306,17,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",OULS,2022-01-17 05:50:00,2022-01-17 05:53:07,256.0,Parc Relais TCL Oullins La Saulaie Sud,True,7
10,10,2022-01-17 05:53:26+01:00,80,11,"Ouvert de 4h30 à 1h00, du lundi au dimanche",HFVE,2022-01-17 05:50:00,2022-01-17 05:53:07,78.0,Parc Relais TCL Hopital Feyzin Vénissieux,True,2
11,11,2022-01-17 05:53:26+01:00,474,21,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",SOI,2022-01-17 05:50:00,2022-01-17 05:53:07,456.0,Parc Relais TCL Vaulx en Velin La Soie,True,10
12,12,2022-01-17 05:53:26+01:00,1252,14,"Ouvert de 4h30 à 1h00, du lundi au vendredi - Fermé les samedis, dimanches et jours fériés",MEYP,2022-01-17 05:50:00,2022-01-17 05:53:07,1225.0,Parc Relais TCL Meyzieu les Panettes,True,27
13,13,2022-01-17 05:53:26+01:00,655,4,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",BON,2022-01-17 05:50:00,2022-01-17 05:53:07,608.0,Parc Relais TCL Laurent Bonnevay,True,20
14,14,2022-01-17 05:53:26+01:00,450,15,"Ouvert de 4h30 à 1h00, du lundi au dimanche",MEYZ,2022-01-17 05:50:00,2022-01-17 05:53:07,440.0,Parc Relais TCL Meyzieu ZI,True,10
15,15,2022-01-17 05:53:26+01:00,258,2,"Ouvert de 4h30 à 1h00, du lundi au dimanche",ALP,2022-01-16 01:31:19,2022-01-16 06:00:31,0.0,Parc Relais TCL Porte des Alpes,True,10
16,16,2022-01-17 05:53:26+01:00,294,105,En accès libre - Présence d'arceaux et consignes vélos,IRYV,2022-01-16 01:31:19,2022-01-16 06:00:31,,Parc Relais TCL Irigny-Yvours,False,7
17,17,2022-01-17 05:53:26+01:00,107,16,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Réservé aux abonnés PREMIUM",OULN,2022-01-16 01:31:19,2022-01-16 06:00:31,0.0,Parc Relais TCL Oullins La Saulaie Nord,True,2
18,18,2022-01-17 05:53:26+01:00,164,106,En accès libre - Présence de 10 arceaux et 20 consignes vélos,PORL,2022-01-16 01:31:19,2022-01-16 06:00:31,,Parc Relais TCL Porte de Lyon,False,3
19,19,2022-01-17 05:53:26+01:00,745,24,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",VEN,2022-01-16 01:31:19,2022-01-16 06:00:31,0.0,Parc Relais TCL Gare de Vénissieux,True,21
20,20,2022-01-17 05:53:26+01:00,80,8,En accès libre,FEY,2022-01-16 01:31:19,2022-01-16 06:00:31,-1.0,Parc Relais TCL Feyssine,True,0
21,21,2022-01-17 05:53:26+01:00,69,104,En accès libre,GREY,2022-01-16 01:31:19,2022-01-16 06:00:31,,Parc Relais TCL Grézieu la Varenne,False,2
0,0,2022-01-13 06:20:51+01:00,416,26,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Niveau 3 réservé aux abonnés PREMIUM : 100 places dont 3 places handicapés",MERP,2022-01-13 06:19:00,2022-01-13 06:20:11,302.0,Parc Relais TCL Mermoz Pinel,True,10
1,1,2022-01-13 06:20:51+01:00,107,13,Ouvert de 4h30 à 1h00 du lundi au dimanche,MEYG,2022-01-13 06:19:00,2022-01-13 06:20:11,95.0,Parc Relais TCL Meyzieu Gare,True,3
2,2,2022-01-13 06:20:51+01:00,80,11,"Ouvert de 4h30 à 1h00, du lundi au dimanche",HFVE,2022-01-13 06:19:00,2022-01-13 06:20:11,78.0,Parc Relais TCL Hopital Feyzin Vénissieux,True,2
3,3,2022-01-13 06:20:51+01:00,108,6,"Ouvert de 4h30 à 1h00, du lundi au dimanche",DECC,2022-01-13 06:19:00,2022-01-13 06:20:11,101.0,Parc Relais TCL Décines Centre,True,3
4,4,2022-01-13 06:20:51+01:00,298,18,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",PAR,2022-01-13 06:19:00,2022-01-13 06:20:11,287.0,Parc Relais TCL Parilly,True,6
5,5,2022-01-13 06:20:51+01:00,680,10,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",GOR,2022-01-13 06:18:00,2022-01-13 06:20:11,616.0,Parc Relais TCL Gorge de Loup,True,19
6,6,2022-01-13 06:20:51+01:00,123,3,"Ouvert de 5h00 à 17h30, du lundi au dimanche - Accès libre en dehors de ces horaires",BELA,2022-01-13 06:19:00,2022-01-13 06:20:11,119.0,Parc Relais TCL St Priest Bel Air,True,4
7,7,2022-01-13 06:20:51+01:00,450,15,"Ouvert de 4h30 à 1h00, du lundi au dimanche",MEYZ,2022-01-13 06:19:00,2022-01-13 06:20:11,440.0,Parc Relais TCL Meyzieu ZI,True,10
8,8,2022-01-13 06:20:51+01:00,655,4,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",BON,2022-01-13 06:19:00,2022-01-13 06:20:11,608.0,Parc Relais TCL Laurent Bonnevay,True,20
9,9,2022-01-13 06:20:51+01:00,474,21,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",SOI,2022-01-13 06:19:00,2022-01-13 06:20:11,460.0,Parc Relais TCL Vaulx en Velin La Soie,True,10
10,10,2022-01-13 06:20:51+01:00,57,7,"Ouvert de 4h30 à 1h00, du lundi au dimanche",DECG,2022-01-13 06:19:00,2022-01-13 06:20:11,54.0,Parc Relais TCL Décines Grand Large,True,2
11,11,2022-01-13 06:20:51+01:00,258,2,"Ouvert de 4h30 à 1h00, du lundi au dimanche",ALP,2022-01-13 01:31:21,2022-01-13 06:00:44,0.0,Parc Relais TCL Porte des Alpes,True,10
12,12,2022-01-13 06:20:51+01:00,294,105,En accès libre - Présence d'arceaux et consignes vélos,IRYV,2022-01-13 01:31:21,2022-01-13 06:00:44,,Parc Relais TCL Irigny-Yvours,False,7
13,13,2022-01-13 06:20:51+01:00,107,16,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Réservé aux abonnés PREMIUM",OULN,2022-01-13 01:31:21,2022-01-13 06:00:44,0.0,Parc Relais TCL Oullins La Saulaie Nord,True,2
14,14,2022-01-13 06:20:51+01:00,164,106,En accès libre - Présence de 10 arceaux et 20 consignes vélos,PORL,2022-01-13 01:31:21,2022-01-13 06:00:44,,Parc Relais TCL Porte de Lyon,False,3
15,15,2022-01-13 06:20:51+01:00,521,22,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",VAI1,2022-01-13 06:19:00,2022-01-13 06:20:11,479.0,Parc Relais TCL Vaise 1,True,10
16,16,2022-01-13 06:20:51+01:00,80,5,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",CUI,2022-01-13 06:19:00,2022-01-13 06:20:11,69.0,Parc Relais TCL Cuire,False,2
17,17,2022-01-13 06:20:51+01:00,745,24,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",VEN,2022-01-13 01:31:21,2022-01-13 06:00:44,0.0,Parc Relais TCL Gare de Vénissieux,True,21
18,18,2022-01-13 06:20:51+01:00,1252,14,"Ouvert de 4h30 à 1h00, du lundi au vendredi - Fermé les samedis, dimanches et jours fériés",MEYP,2022-01-13 06:19:00,2022-01-13 06:20:11,1221.0,Parc Relais TCL Meyzieu les Panettes,True,27
19,19,2022-01-13 06:20:51+01:00,306,17,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",OULS,2022-01-13 06:19:00,2022-01-13 06:20:11,228.0,Parc Relais TCL Oullins La Saulaie Sud,True,7
20,20,2022-01-13 06:20:51+01:00,80,8,En accès libre,FEY,2022-01-13 01:31:21,2022-01-13 06:00:44,-1.0,Parc Relais TCL Feyssine,True,0
21,21,2022-01-13 06:20:51+01:00,69,104,En accès libre,GREY,2022-01-13 01:31:21,2022-01-13 06:00:44,,Parc Relais TCL Grézieu la Varenne,False,2
0,0,2022-01-14 06:48:39+01:00,80,5,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",CUI,2022-01-14 06:45:00,2022-01-14 06:48:07,63.0,Parc Relais TCL Cuire,False,2
1,1,2022-01-14 06:48:39+01:00,57,7,"Ouvert de 4h30 à 1h00, du lundi au dimanche",DECG,2022-01-14 06:45:00,2022-01-14 06:48:07,54.0,Parc Relais TCL Décines Grand Large,True,2
2,2,2022-01-14 06:48:39+01:00,107,13,Ouvert de 4h30 à 1h00 du lundi au dimanche,MEYG,2022-01-14 06:45:00,2022-01-14 06:48:07,92.0,Parc Relais TCL Meyzieu Gare,True,3
3,3,2022-01-14 06:48:39+01:00,123,3,"Ouvert de 5h00 à 17h30, du lundi au dimanche - Accès libre en dehors de ces horaires",BELA,2022-01-14 06:45:00,2022-01-14 06:48:07,119.0,Parc Relais TCL St Priest Bel Air,True,4
4,4,2022-01-14 06:48:39+01:00,521,22,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",VAI1,2022-01-14 06:45:00,2022-01-14 06:48:07,460.0,Parc Relais TCL Vaise 1,True,10
5,5,2022-01-14 06:48:39+01:00,298,18,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",PAR,2022-01-14 06:45:00,2022-01-14 06:48:07,286.0,Parc Relais TCL Parilly,True,6
6,6,2022-01-14 06:48:39+01:00,680,10,"Ouvert de 4h30 à 1h00 du lundi au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Fermé les dimanches et jours fériés",GOR,2022-01-14 06:45:00,2022-01-14 06:48:07,590.0,Parc Relais TCL Gorge de Loup,True,19
7,7,2022-01-14 06:48:39+01:00,416,26,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis - Niveau 3 réservé aux abonnés PREMIUM : 100 places dont 3 places handicapés",MERP,2022-01-14 06:45:00,2022-01-14 06:48:07,289.0,Parc Relais TCL Mermoz Pinel,True,10
8,8,2022-01-14 06:48:39+01:00,108,6,"Ouvert de 4h30 à 1h00, du lundi au dimanche",DECC,2022-01-14 06:45:00,2022-01-14 06:48:07,100.0,Parc Relais TCL Décines Centre,True,3
9,9,2022-01-14 06:48:39+01:00,306,17,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",OULS,2022-01-14 06:45:00,2022-01-14 06:48:07,210.0,Parc Relais TCL Oullins La Saulaie Sud,True,7
10,10,2022-01-14 06:48:39+01:00,80,11,"Ouvert de 4h30 à 1h00, du lundi au dimanche",HFVE,2022-01-14 06:45:00,2022-01-14 06:48:07,78.0,Parc Relais TCL Hopital Feyzin Vénissieux,True,2
11,11,2022-01-14 06:48:39+01:00,474,21,"Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis",SOI,2022-01-14 06:45:00,2022-01-14 06:48:07,440.0,Parc Relais TCL Vaulx en Velin La Soie,True,10
12,12,2022-01-14 06:48:39+01:00,1252,14,"Ouvert de 4h30 à 1h00, du lundi au vendredi - Fermé les samedis, dimanches et jours fériés",MEYP,2022-01-14 06:45:00,2022-01-14 06:48:07,1211.0,Parc Relais TCL Meyzieu les Panettes,True,27
